,train,test,all
4706,0.997631012204,0.996505561774,0.996813804387
4707,0.997447773496,0.996483611189,0.996709238122
4708,0.99822872477,0.997894337875,0.997789756197
4709,0.997510276086,0.996612973587,0.997168509562
4710,0.99760536811,0.997717880713,0.997662636423
4711,0.996515248981,0.995916142626,0.996108494676
4712,0.998846277292,0.998845466546,0.998827217574
4713,0.997612430363,0.997727175081,0.997674938337
4714,0.997015287552,0.997331226333,0.997123402545
4715,0.998205646633,0.998208835273,0.998011190641
4716,0.999426667894,0.999321383054,0.999397206235
4717,0.997526185813,0.997240289241,0.997418648471
4718,0.996703718539,0.996253440409,0.996352482629
4719,0.998106093141,0.997023821575,0.997416598152
4720,0.998815584499,0.998122719573,0.998382298367
4721,0.999442919589,0.999374548752,0.999378753365
4722,0.996636528898,0.997160274995,0.996834307577
4723,0.997642517691,0.997846146214,0.997617529407
4724,0.99935773668,0.998531266463,0.998816965979
4725,0.997557294529,0.996518128751,0.996879414593
4726,0.996847049214,0.997092768316,0.996990131815
4727,0.996869477005,0.995607280504,0.996413992196
4728,0.996880353799,0.996324162644,0.996774848328
4729,0.999905396123,0.999912254312,0.999895433735
4730,0.996791197758,0.997160499583,0.99705779234
4731,0.997358270118,0.997228503834,0.997186962432
4732,0.999689081214,0.998850140585,0.999081457121
4733,0.99821830341,0.997963266632,0.998113706587
4734,0.997016908471,0.996713995448,0.996988081496
4735,0.998513616988,0.997915285543,0.998087052441
4736,0.997682718835,0.997681190907,0.997601126855
4737,0.997894257136,0.997865997821,0.99795583203
4738,0.998295269587,0.998106531663,0.99808910276
4739,0.997441544955,0.996415080922,0.99663747696
4740,0.999431319256,0.998742461654,0.998827217574
4741,0.998123169575,0.998251277337,0.998255178593
4742,0.999564794324,0.999598196537,0.999555080793
4743,0.998324261667,0.998466866034,0.998275681782
4744,0.997104369692,0.997428648298,0.997045490426
4745,0.998095894542,0.997953096161,0.997865617997
4746,0.997700570523,0.996731418782,0.996949125436
4747,0.998850729056,0.998907782053,0.998909230331
4748,0.99736704218,0.996261124874,0.996565715797
4749,0.997939055517,0.998125751915,0.997830762575
4750,0.997604468297,0.996597292382,0.996934773204
4751,0.996971770674,0.996749868428,0.996889666188
4752,0.998302805972,0.997859099438,0.997986586814
4753,0.998861471861,0.998841036167,0.998657041103
4754,0.998067344009,0.998067996381,0.998027593192
4755,0.997117494431,0.997199029546,0.997078295529
4756,0.998516486834,0.998517657317,0.998531971648
4757,0.997081981788,0.996839136355,0.997236170086
4758,0.996747518122,0.996912498315,0.996641577597
4759,0.997352862958,0.997285474198,0.997367390498
4760,0.996960134953,0.996711090074,0.996313526569
4761,0.998492150555,0.998276048704,0.998396650599
4762,0.999656548818,0.999557121038,0.999639143869
4763,0.999209458545,0.999119130438,0.999132715094
4764,0.99678770774,0.996720509461,0.996692835571
4765,0.997570767694,0.996505116005,0.997045490426
4766,0.997034715729,0.997387351761,0.997219767535
4767,0.998800648043,0.998814341653,0.998874374909
4768,0.997072032406,0.99674586307,0.996762546414
4769,0.996748577227,0.996302992139,0.99658006803
4770,0.999664045336,0.999561690123,0.99956123175
4771,0.997512416799,0.997374141921,0.997430950384
4772,0.998524903363,0.998333191736,0.998369996453
4773,0.997459509735,0.997926153604,0.997818460662
4774,0.997057043955,0.997378122352,0.996627225365
4775,0.997335859813,0.997404301799,0.997428900065
4776,0.997728993187,0.997379893434,0.997359189222
4777,0.998795325329,0.998796280202,0.998794412471
4778,0.999271772725,0.999098489971,0.998669343016
4779,0.997305019806,0.997388421147,0.997340736352
4780,0.997313557406,0.996980183545,0.996664131106
4781,0.5,0.5,0.5
4782,0.999188635961,0.999024692314,0.998591430897
4783,0.998447053017,0.99783132334,0.998021442235
4784,0.5,0.5,0.5
4785,0.997276317581,0.997437489323,0.997350987946
4786,0.996681474269,0.99606527637,0.996122846909
4787,0.99811157379,0.997743176972,0.997740548542
